"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"185",12803100,21198000,4750600,358000,3273000,0,908000,3037700,1396500,287531200,388500,573100,9700,13300,880700,112100,4e+05,3310900,18376300,6827300,2877700,6129400,482300,122200,289400,193000,33600,451700,70733900,93795100,11570600,59000,78800,1067900,32988800,2619600
"186",16346700,27294400,7739400,474200,4821000,0,754300,4055100,1831000,303602000,582100,1300000,64400,27800,729700,134200,462600,2832500,20017300,6472100,3623600,6575400,482900,152560,308400,246200,53400,695900,57779500,77530600,9915500,52400,51500,802900,29563600,3699200
"187",8986300,19007900,4914800,254100,5157400,600,1116400,3018300,1520100,252087200,478300,1112000,5500,2900,304700,106100,276500,1841600,15979400,6723600,2677600,6742700,588800,101860,242700,107800,19000,719600,34960700,50783500,5784800,90800,69700,301700,18379600,1362800
"188",8297400,10948700,3546900,283800,2800000,0,711200,2390700,927300,204216800,207300,920600,2700,13200,233200,90500,294300,1099600,12293300,4717400,2653700,6783100,410700,99380,414600,236900,52000,668300,29527500,50516800,7175700,50800,68800,448300,18386400,1705000
"189",7443300,13437200,2841700,184400,2861600,0,583700,1409100,706200,167976400,222700,747800,2800,9500,592300,66800,423100,1136700,10671600,5057400,2864800,6985600,559000,43860,592200,287200,30200,1164900,25002300,44851400,4850500,35900,30900,508800,16568800,1114300
"190",7794100,10213600,2667000,189100,1851800,0,578100,1713500,739800,197002000,212400,296100,600,1300,3260500,90200,345200,1216900,20474400,7560100,2764300,8411200,641900,133900,379400,89300,13600,516300,56133000,56854400,5319400,29100,33800,528700,27541600,1157300
"191",8545900,8438100,3350000,223200,2410000,0,720100,1664800,810200,176218400,145100,423700,5400,21100,916800,85300,362200,1644300,12948000,3297900,1979500,6097700,319000,321480,357700,70500,36600,547200,39407400,65534600,4394700,39700,43700,444700,25212800,1279700
"192",7853500,8468400,3065200,249200,1707700,0,527000,1309700,955700,165934000,315800,478700,800,5700,635600,62500,214600,1334900,8077800,4725000,1882700,5918800,509400,122400,754700,99700,17200,368900,48967800,87018900,3785800,31400,39300,495400,28350300,1366200
"193",9915900,8196800,2707500,330900,1442200,0,478300,1362900,997200,129880000,171400,584000,1100,8400,984900,116000,215500,1897400,8062700,4013200,1598500,3372700,352000,170020,599300,126000,37800,427900,95093000,94272300,8055500,41500,58200,528300,32386700,1116300
"194",13833000,13006300,3724700,376200,1313400,0,807800,2046100,931000,201820400,310400,654600,900,9000,402800,85600,202400,1351900,10266500,4159900,2018200,5735200,494100,149800,608400,356000,37000,791900,98907200,138061000,8833800,62600,86300,1000700,43809300,731500
"195",14036100,18291900,3766500,374600,2578400,0,644000,2173200,1016900,202887200,268700,725900,8800,17700,1221000,105200,361900,1220400,11591700,3900600,2090100,5600600,437200,95320,358700,160600,20600,363400,67565200,82718700,5281600,39500,38000,907500,32657700,1081800
"196",8923800,12057400,2940100,277400,1846300,9087,542900,1367600,651900,168895200,234000,517700,3100,1300,1387200,58500,265000,968400,12218500,4006600,1524500,3860200,424100,183500,427000,263400,35600,332800,91692900,117592800,9878300,53700,60600,1010200,54118500,2383600
"197",10338100,17219700,4196700,376900,3740300,0,879400,1815600,738200,161834800,265500,1104800,13600,7900,630200,127900,211100,1500200,9425900,4415300,2245300,5628200,277000,255400,405400,79000,4600,683100,76173000,73385500,7983600,32300,41500,537600,36493700,791700
"198",9067500,13625700,3181800,264500,1014900,0,461700,2972600,915100,131022800,99400,208700,24000,9600,445600,99000,284500,754900,9293500,2289000,1453400,6555700,419800,247820,1427400,119200,24400,621100,60843600,68039500,5860600,47100,44300,458200,28650600,1437300
"199",8860200,11887200,2789900,211400,1485600,0,1442600,1575900,659300,194994800,208500,405900,9300,14000,509000,65700,193200,1313100,11072700,3809600,4104000,5109000,252700,68340,432700,98500,28000,472700,88092500,124719900,7367600,21500,34500,599400,46775200,626300
"200",20028700,25626500,4253000,233200,1827000,0,612100,2013800,774300,131154400,128000,446900,2189500,5700,139500,59700,233400,1044500,8977300,3614400,1744200,2901800,295700,77540,460200,496300,11400,456700,57610200,83627000,5562000,22900,30600,770200,44795600,706400
"201",17862300,14846000,3274700,246500,1364100,100,662100,1552200,650000,157125200,73400,263200,191900,5800,237400,177400,264600,1310100,10326900,3512900,1642300,3218600,732300,128920,759900,156700,13400,1092300,52594500,61279500,4411700,56600,51600,604900,26829600,1502600
"202",20139900,12279400,2491800,195500,1604200,0,867900,1132600,722800,215250000,82900,238500,51800,23700,176100,46700,190900,1380900,10734800,3709900,2219100,3349400,619400,191020,418200,287000,5600,310800,42950800,58984900,5217500,44800,44000,389800,37042200,902800
"203",14553900,11279000,1812500,169900,1008100,10000,1372000,1042400,478600,130015200,135700,508600,28400,14200,819400,51200,222200,1534300,9126300,2562200,3097300,3416400,258700,98420,447900,111400,2400,334900,38616700,49882300,3299500,24400,73800,414900,28293200,564100
"204",12562700,9618600,1884200,185700,698200,0,987600,876800,485700,180991600,184100,123722000,58700,4500,965600,52600,191100,1003600,9627500,4270200,3280400,3545400,339800,102180,379200,197700,20200,703200,70143800,76140100,6151300,32500,59400,345800,90534500,1194700
"205",15676500,15101800,2600000,331300,714700,0,657100,1125200,629300,116862400,105900,14334500,489100,6600,245000,36200,218200,1700600,7033300,3278000,2214600,2803600,253500,229940,414600,78900,9800,313600,43581800,54598500,5410100,32400,63800,573000,35812500,1066900
"206",11631600,13810200,2399900,260700,1216400,0,465000,1141400,509500,124814400,248900,6828600,94700,4000,200600,83800,148200,754700,7869600,5692900,2546100,2549400,271800,367260,335100,138900,15400,221400,43694600,67118200,4389300,15900,33200,879400,34826700,1410400
"207",15077600,11201600,3054900,144200,2244700,0,569400,992300,448200,126161200,464000,2175500,131600,30300,271900,58900,191100,567000,6770700,4414000,1775300,2087600,278900,264380,2711500,202700,13400,378400,50561700,67378800,4958600,25800,60400,615300,35980000,876700
"208",14224500,13330600,2766600,242500,1691200,0,6067700,1363700,557100,117087600,211100,3809200,58200,29100,203800,91800,309200,524400,9209700,3210300,2022100,2105000,269200,248680,1041400,70700,13000,411400,83972100,114643000,10119800,21500,51100,737500,59812100,1129600
"209",54153900,21976900,3954700,345900,2653200,0,3608500,1783000,655600,112004800,115200,1741200,45200,8000,195900,116100,291900,1483200,8341000,3270200,3462700,5767500,421600,362560,804500,100600,28600,824000,81614900,113669400,12656700,31700,114100,1234900,52643500,1418700
"210",101007800,27555800,4002500,416000,3150100,1100,2747100,2543900,711800,137280800,349900,2103400,33300,9200,350100,115800,384700,877700,8231700,3240700,2953500,3786000,290700,462600,708000,86100,20200,357200,63570700,94921400,6544800,16200,52100,865100,44896800,1158100
"211",62444700,19763600,2678800,245700,1673300,400,1458800,2068800,624400,183064000,234000,1642200,37800,25900,198400,117500,425000,1278900,15535800,4175800,2183200,5863600,306700,196140,887500,121100,10800,333300,45146100,99441400,6761500,28900,64800,518900,47710300,611100
"212",36353800,16131800,2392700,182200,1217800,0,1580600,1935100,741400,240616800,104900,825200,15900,2300,136300,81100,389000,936900,12705300,2576400,1401800,3206400,404300,160600,733300,105800,36200,383700,91387100,125580000,8277800,41300,42200,660700,63152400,630400
"213",43447700,16056700,4457700,350200,1217100,0,2130800,1777000,765900,133568000,89200,1292500,7600,5900,122100,84700,320000,851300,6833000,2228500,1598800,2852900,232600,273660,688800,86400,14800,278700,51178700,86943900,4956400,18700,36200,309900,35651700,801300
"214",36676900,11333200,3958500,348100,1448800,1167,668100,1509700,659900,147751200,127400,2199400,2200,4500,979400,91700,474300,1013000,10927000,2862600,1613600,4579300,410000,172020,607000,86600,12600,316000,52949200,68991000,7369300,37900,41500,253100,43355300,1186300
"215",36971800,15354600,2994900,322200,1237200,0,1353900,2383300,711100,142333600,285300,3807500,7000,9400,267100,48000,367000,1586900,17042600,1964800,958200,6604600,1139700,334080,470800,330000,12800,469200,48328200,61817000,39036900,37300,36000,277700,44179300,768200
"216",24535900,17866300,2906800,607000,1877600,0,1371600,1584500,907500,115215200,493700,1600000,24900,24800,16659500,101600,332500,1729800,11941800,2330600,1292300,2626600,793100,1333560,359100,106100,35800,464500,43175900,59186200,44545000,22200,34200,272600,54883500,940100
"217",19120400,19661800,2767400,356800,1518100,0,1227600,1512100,1767000,133838400,1770200,2136900,58700,7000,22260700,263100,192900,1302500,20188100,1966600,1555200,1657700,564200,636720,1413600,251000,30600,535200,39151900,48705900,16022500,35400,23200,202200,47485800,697600
"218",20841500,16642900,3003800,581400,1230900,767,660000,1194000,819400,145946400,477200,1134600,38400,33300,4228400,81800,212800,2210900,19219800,3196200,1640200,3095300,376600,421380,832700,396600,71000,689100,37466300,46833100,16551600,18600,35500,252600,40420900,272900
"219",16904400,15107300,2983600,484500,1508000,0,608600,1121100,513500,162301200,259800,1655800,9800,1400,1443400,108200,234700,2295000,23492300,2329400,1438500,2221500,415500,295020,575400,258400,501800,339700,72264900,68704600,29060900,44900,42100,469100,59007900,1559700
"220",22892500,18823200,3449100,1112000,1536900,0,1420400,1732900,739500,200622400,344000,1407100,14000,1100,1042700,207400,215300,1419000,23562600,2650000,1805600,3431200,287200,261200,336600,338300,232800,514100,88506300,72320500,20140000,22500,30100,439300,74107800,1925100
"221",23187200,19569600,3507200,578400,2089100,0,777900,1967900,1585700,158929200,282100,1285000,14500,12400,1209300,87800,425100,1162000,13379500,2393900,2248000,4998300,367500,380880,551800,241100,141200,424700,46861800,39560500,12410200,11800,28200,249500,39808000,826900
"222",18679800,12250000,2787200,526400,1576700,407,463200,1049000,641100,166348400,209300,980900,14900,2500,559900,74200,470300,704300,14071200,2824500,1494700,3716800,402200,264200,719700,227500,145800,562900,74367700,76109300,28822500,29700,49600,430400,72649600,681600
"223",27148700,20078200,4331200,546700,1955900,857,799000,3381700,760800,135178400,279300,1036600,13600,37500,876300,83500,299300,1041200,16300200,2703700,1497900,4924100,305700,119740,628000,172400,92000,444000,70906400,62242500,26109300,30100,25600,279600,81388000,587400
"224",35768200,18470300,3189400,303900,1949300,200,499200,2985800,558400,101729600,560000,2221000,17500,4300,1554400,75800,253100,893900,9892500,2339400,1818200,3271200,281400,146820,803100,991800,243800,559100,50857000,44006700,18636600,28600,26000,265700,56272000,1253300
"225",27249000,16994700,2676500,272200,3790200,243,695700,1216300,498000,111504800,559700,1429800,17500,4300,2069300,61500,297900,1293000,10661500,3780800,2912600,4038000,265100,171560,472400,208400,96000,276300,46567200,45785700,19266500,53200,47900,187800,53737300,785600
"226",22166500,12811000,3278600,279700,2342100,0,584300,1003500,574500,102688800,250300,882200,3600,9900,899000,60000,226900,732800,10393200,3049800,1696000,20428200,214100,127020,392200,135100,152000,253800,37139300,37596800,17173000,50800,81500,366700,45062100,724900
"227",17558200,11592600,2888300,218200,1269000,0,423700,723900,364600,81803200,196600,1186100,13400,17400,9210600,35800,138600,594600,5507000,2355000,1356700,6031200,288600,122180,516600,240700,260400,607600,78557100,101717000,44012600,49200,55200,709800,88220700,2462800
"228",41232500,23831000,4605500,496100,1856800,100,1236000,1398400,711600,125522000,152600,1476500,3700,22800,1231100,73000,218900,663200,11869800,5013400,1847900,5626600,327600,115000,379900,297900,104400,866900,92712000,99314800,60376500,75200,76500,467900,89323200,1004800
"229",44902300,27918800,5503600,665900,2256900,0,873900,2277800,1310300,112945200,177400,743000,4400,33900,1684300,91100,237500,719900,12529500,5376100,1838100,7010200,278900,132500,400500,254700,51400,353400,53868100,70488800,28785000,50000,38300,328000,57057500,670600
"230",24743000,15650200,3265100,409700,1411800,1535,972900,1822000,850800,133560800,114700,1471400,9600,13300,1323400,91300,200400,607800,8765900,3982700,2806200,4445800,440700,118900,439000,103500,94800,340600,50424400,58920300,23605500,35000,63200,566100,64242000,1254500
"231",19741300,13412100,3561800,308100,1623300,0,950000,1220400,677600,153532400,256800,1042700,3500,1900,402300,95000,211500,968400,13758800,9466300,2565800,7585700,488200,147260,784700,207000,40000,440300,46510800,50313500,36882600,31600,36300,473800,57268700,1269500
"232",20812800,16825200,2884600,337000,1979300,0,709200,1569000,582300,80791200,212700,1080600,16400,10000,507600,86000,229700,539200,8486500,5233800,1089700,5759800,262700,363660,698600,724800,156200,354100,43200400,49148600,36648800,101300,68100,607500,47473400,2222600
"233",22875700,17557200,3472800,308300,4800300,100,853000,1923100,490800,87642800,295200,1154100,58800,2400,1131200,101500,317900,485000,9413300,3269400,1665900,4279400,233800,95820,648700,781600,99200,804500,65011100,86685300,61737400,48400,83400,768000,85543700,3557700
"234",26644900,25088400,4513000,525000,7558700,100,1304400,1342800,781700,104491200,222000,891600,20800,2300,633400,65600,335900,614500,8588400,3190300,1676700,5464200,420700,260220,981100,302200,53600,356700,134626500,399432600,104649400,52400,76900,1121500,142812800,1675000
"235",54234500,57925000,6768600,650300,6008600,0,1352300,3087700,1327900,87560400,422000,1264600,8900,8100,543000,74200,338300,1095200,9525700,3328700,1801100,4483700,469800,160560,3085500,226900,37400,461000,130685400,428617100,77891200,152200,173100,1253500,135585100,1717500
"236",54289300,48444800,9437000,656200,5490800,426,1593200,3837900,1394300,137250400,427500,4187200,19900,17300,613300,76200,327900,736200,9630100,4578800,1533300,6092400,829700,147280,1106800,139100,215200,624100,82137300,175418900,41082900,82800,112500,1015200,89957300,2056500
"237",31341000,35132600,13224900,462900,6512000,0,1551200,1960400,1026800,95654400,557900,2494100,17500,19600,1961600,63000,322300,1075700,6621400,4076400,1956200,9762600,309200,84960,658500,182000,130000,490500,60254500,111234400,33689100,48900,67800,937400,79612800,1637700
"238",26724400,21642800,7384400,409400,5697700,653,1283000,1798700,1124200,147712400,228200,11063200,147400,11800,648300,50800,178600,831100,9555900,4302100,2106600,4782300,319600,83600,547500,93600,87400,325500,90379400,163952500,60714100,117200,101500,1205200,105254900,1303800
"239",37974200,33450600,8580800,329200,4548900,403,892000,1926800,1172000,166651600,511900,4052900,39300,3000,459600,37400,195300,527900,11138300,4940200,1631100,4582600,469100,255920,751300,273500,213200,378500,88001500,124220800,51903300,61300,63800,1096500,104768800,2353200
"240",28557000,27999900,6825300,395500,4604800,200,1156700,1851400,1075500,201662400,415400,1717800,25000,18100,905000,45300,385400,767900,12584800,4547400,1758400,4787000,304500,133040,521900,148500,60800,383900,68352400,161101800,49741700,47600,46300,1526300,98882600,924100
"241",26920400,20395800,6102200,593900,5307400,306,786200,2201000,1303700,200146000,173000,1129000,173500,14400,499000,48800,321500,683900,8010100,3973200,1852800,5630300,339400,128760,815300,126200,33800,318900,64288700,122904100,45681900,32600,51100,607600,102434800,1301600
"242",23794700,19289600,5526300,248400,3669600,0,849200,1202300,799600,138808800,248800,1008100,57600,11300,1121600,82900,341900,808100,7120200,3709900,1813600,5711800,342100,86280,1105200,146300,374800,538000,63426700,127369700,40883900,36900,45900,464000,71155200,1650400
"243",30327500,19577800,5076300,276200,4109200,250,851800,1181000,590900,165428800,139200,1024400,373400,2248500,457300,63000,414600,942100,9366100,15029300,2498200,5535500,281600,176060,555700,246100,172200,373100,37722100,71706700,24826600,24300,25700,246900,60125900,1200700
"244",18721000,13355300,2490200,231500,2432700,4160,690000,798900,466900,114406400,164900,26667500,313300,254500,768100,64400,430500,675300,6212200,4711200,4152100,4919100,346500,61520,379600,260900,104000,474800,40662600,64265300,22637000,16100,26600,347000,64927100,564900
"245",13810100,13576300,3391200,146900,1418000,0,589100,845700,539800,96820400,235300,2513800,51300,223400,346900,58700,442400,583200,4571600,3631600,2227300,3796100,786600,82820,533700,104500,220600,1715700,48103900,92320200,28527500,25400,36400,823900,101013900,987200
"246",20499000,20210400,3873100,415300,2007900,0,683000,1488200,857200,264476000,192600,2371500,64200,133700,2589000,168400,509600,1189800,9210900,6004900,2384600,6807200,336700,120040,406600,133300,121600,801100,42192700,118994500,18337800,34800,56300,439500,65256600,989700
"247",14395700,11933500,2919200,342300,1384200,0,633900,1881400,532600,135445200,166600,3112300,99400,100400,929000,114600,402300,628000,6004300,2647300,2214800,3375400,445100,86020,429300,147000,71000,887800,33475000,204022300,17364400,10500,30200,349100,63531800,1083800
"248",15215000,15348200,2825100,302200,4370700,120,569500,1647800,558800,212155600,350100,1506400,55200,42700,868400,91700,593200,627800,6715600,2771500,1145100,10772000,764700,253940,796100,162200,88400,534500,45272500,140975500,22619900,18300,29800,372200,65450800,1481700
"249",19031700,20271100,3475500,210500,3610300,0,753700,1169500,851000,192623200,258000,2127400,34600,55100,998600,47400,302700,500100,9025100,3096000,1271600,6418600,274900,60360,609800,118800,87600,498200,37309400,117383400,24623000,16200,17800,239000,72479500,715300
"250",18182600,15215800,3049700,252900,2703500,0,441000,1354000,802700,137522400,501400,1413600,16000,80200,447000,49000,346000,492100,6411700,3735400,1335600,4948300,546400,123220,378100,87800,42200,1859000,45683400,108813000,21324800,24900,20600,574100,58993300,2201500
"251",23962000,15064900,3578700,753600,1723500,0,432800,1273300,1029300,205256800,1971900,3876800,12400,124800,382300,111800,551000,540400,14568400,5290400,1876900,6234700,402600,113860,302000,170200,63600,468100,38727300,115051100,21356700,24600,37300,247600,64905800,1063100
"252",25720800,15634200,3558300,277300,1667900,0,869600,1388700,614300,130646000,135800,828900,6600,49800,508400,65100,305600,392600,6676400,2640300,1196000,4526200,239600,70540,339000,82300,89000,368800,27054800,69607700,12380500,13700,23700,317300,54406400,847800
"253",18758400,13335000,3098800,198200,2896400,0,603700,802700,402500,140223200,116700,1025500,26600,11600,3738400,56000,320000,403800,8112500,3296300,1500400,4621900,252900,119560,296500,101700,50400,303100,39305300,116661700,22493300,12600,18300,343700,87861300,666400
"254",16127000,13896400,3146800,248500,3137900,0,554100,913500,458400,110737200,159200,3095000,121700,19000,398300,33200,323700,502000,6522900,2065100,1200800,5462000,216100,108140,262400,177300,108800,213100,29240100,86439500,17850300,27200,36200,206700,53576600,1334300
"255",12300600,11106500,2753500,110200,2032400,1200,572000,1180400,361300,114041600,210400,1308300,34000,15200,6183100,43900,273100,462100,6158800,1960200,1101100,4591300,362000,108160,624400,163800,196600,272500,27345200,79312900,16527000,76200,92800,168700,46540300,1931800
"256",16454900,12224300,2133100,122200,2716800,300,754600,991500,399200,118655600,156100,830900,9600,24000,2391100,33800,276100,887000,7039000,2760100,1043300,5180900,308800,194740,726800,78500,136200,481900,24598100,77998100,10971700,42900,30400,231900,47337600,1736300
"257",10922100,10951700,2687500,152400,2043400,0,487200,805800,411000,112424400,175200,6712400,2300,43600,5190400,47000,498700,560500,6345600,3273300,1002500,3747500,330300,183280,413300,152600,70000,425600,27214100,85034500,14589600,17800,31800,277700,55863900,2130800
"258",16028400,12019500,2143200,184400,1199200,0,520800,1138800,497900,117092000,199700,11132400,9700,2500,6306600,33400,347500,434700,6154400,2781800,856500,6247800,233100,92400,388200,126200,123800,412100,31219800,77131200,13143100,16300,15800,256000,53324000,1492200
"259",17209500,15205500,2178000,310000,2704300,0,422200,1106100,434500,125642800,145400,4508700,885100,11400,12792000,33200,208300,744200,5817300,2955200,1018800,4203000,154800,85940,343300,84600,77400,308700,31349400,90450800,20584900,25200,29900,244800,80475500,1012600
"260",14939500,12603700,2016300,255000,1783100,0,441100,1326900,382200,90257200,114900,1615100,90300,19400,3386600,23300,211100,409200,6202500,2245100,1194700,5414500,278600,246760,402000,135600,134600,645400,34133100,67580300,17931100,18800,22200,311900,56573000,683800
"261",15503400,13372300,2248700,291900,1796200,0,735800,1489200,442000,191649200,118400,2191500,30900,25300,7360800,49000,241500,604100,8507400,3455600,1411000,5639800,228300,52700,485900,86900,122200,415000,42273300,49888200,11869500,11400,48000,193900,44172200,881500
"262",11588800,11865700,1734500,155200,1385300,213,786400,1506400,305900,170989200,138100,1193000,28400,16500,2287600,35700,139700,544400,6765600,2642900,1546400,7199600,301900,141240,310600,99900,117200,648500,47726600,135444400,25489800,19300,42300,245800,84741900,1247200
"263",21286100,17771600,3519600,245100,2312900,225,2916100,1302700,586300,153198000,134500,1439700,20900,8800,2001500,49600,292700,925000,5661600,2346200,1351000,19902500,209800,191500,1261600,66700,85400,333800,25914200,81514000,14308800,14800,15500,391000,53333200,1554300
"264",11389900,12069500,1743700,217300,1208600,0,739600,752800,351100,110577600,76800,1891400,11900,25500,6246500,70200,150800,453800,4269200,1486800,886600,12358700,356500,58900,1659900,59400,107800,639500,20920100,67934100,10370800,14900,33100,194900,37397500,725900
"265",7775600,7840300,1140700,207900,1897500,100,455400,592500,265900,92186800,215000,954900,25100,12500,3314800,38200,142700,517700,6890900,2935800,1242800,24319500,466000,152340,752800,145200,141000,313600,21574500,64109600,10734700,19000,31200,176900,36534200,1805600
"266",12541800,8692700,1892700,191000,672400,0,553200,626300,485500,90318000,117200,660400,79400,11300,6327700,59300,125800,985800,4823300,1806200,1963500,56346600,288800,197440,979500,110900,84800,656100,20930300,64509800,12020500,14600,28300,429500,45726100,700900
"267",11922600,8307300,1644100,133900,1489700,0,610500,756100,527500,103433200,107200,1149200,31200,171600,2687900,29000,154000,594200,8239000,1540700,2579500,15351500,773600,171700,1938600,98100,150000,430600,16710800,42461300,9376500,11900,16400,413100,48195800,399500
"268",10424000,8055200,1781100,99900,1216500,0,465100,498500,416400,89001600,52400,832100,162500,15400,1176800,37000,179300,262200,4441800,1686500,2705200,9562100,450400,285800,1033600,156200,107400,691100,28110700,115574800,25061600,32100,28600,242100,82254200,899100
"269",22888500,12892100,3276500,152200,1201100,0,931700,1202900,661900,197004400,80800,822900,105700,20800,1878600,44400,283000,417200,5127200,2408800,2617000,8658900,261000,102880,1025300,107900,45200,401700,16774900,53761400,12735400,14600,15300,202400,38446600,598500
"270",14976700,9623700,2781100,137700,1247900,0,688800,657900,333700,185438800,74900,1147100,68700,24100,2156600,19100,231100,624700,5169400,2247900,1968400,7748000,226500,1400600,1611700,124500,99400,292500,18849800,69451700,11741100,23300,19500,299900,33062600,516900
"271",9759000,8186600,2128900,125000,573200,0,475700,869500,451900,121214000,1645700,973200,306200,306800,965300,45200,144100,375900,5030700,2709700,1445900,5660200,313000,671700,3515700,115800,74400,582500,18615600,62356600,10390100,7800,25000,597900,41625400,430000
"272",10257600,13712200,2243500,157300,976100,0,618000,844000,383700,103625600,284666800,733200,105200,37000,610200,39100,197200,244200,5941800,3483100,1332400,4979100,185000,216340,1840000,126900,46600,2314000,14459700,52214600,8039300,14100,76300,218000,31122800,300900
"273",11150800,17465100,1521300,263700,1140900,0,1028100,3192100,322800,90329200,276020100,979400,29300,60200,1440100,29600,162900,780700,5512000,3108900,1407400,5038900,220700,370860,938200,71500,29400,1471000,16844000,40525100,8206600,9300,19500,299000,31536800,400500
"274",12316500,10069900,1695100,272500,1162000,0,371700,1415900,447700,158130000,98747500,727600,19900,132800,597500,48700,110600,536900,6411500,6638100,1968900,8215100,309000,269120,924800,133400,39600,809800,17106500,51691400,11897800,11200,11000,254900,29584900,930400
"275",11115400,10239600,2226000,161600,1405800,10001,602300,1411400,1135900,374336800,57323800,496100,25300,124100,885700,66300,270400,662900,14613000,5342700,2341200,6838100,265800,1104400,832800,210800,64000,949000,16590400,48264000,15842500,9600,19500,302000,35214400,447000
"276",13462200,15197700,2632900,210700,798800,0,1017300,916100,566900,308151200,47189200,1694400,31500,54800,1835800,70600,118900,309900,6919000,3615000,2409100,4799700,354900,567960,554200,747400,36000,1081300,17233600,54824400,15034900,16600,16800,495600,30010100,822800
"277",12116700,11640200,2277000,217400,1090000,2337,652200,1181400,408100,173071600,65895200,624700,300800,37700,1038900,48000,213200,705500,7865100,3260000,2115500,4121300,352900,381160,604100,188700,30600,872400,27782100,113130600,15606800,16100,22000,202000,48193200,623400
"278",14899600,10430300,3037600,195500,1149600,0,761000,1144100,422600,121776800,25496800,932100,48500,52300,2183200,48900,404700,293100,6918900,2386400,1067200,3247400,750100,533080,628700,133700,16400,729300,30682500,131280100,10967300,21400,22200,543000,51250700,504000
"279",15007900,10886900,2586200,229000,1215900,0,1085000,1118100,418000,202428800,39493100,1347100,33300,29500,773100,26600,161200,308300,7269300,2176200,1415700,3532100,325800,374020,373700,180400,13200,1270600,15254500,61700700,7823800,8300,21400,500900,30394500,626700
"280",9381200,7311800,1588500,140100,672700,0,506600,768500,397000,198045600,16139300,684700,30000,133900,1294600,60100,248900,355000,5226600,2017100,1289300,3849200,330500,356100,872900,291500,64000,1135700,34084900,121073900,14411400,25200,38000,363800,48876400,1040500
"281",15958000,20165600,3807200,288900,1343100,0,599900,1094700,531500,212403600,47435800,990000,55500,30600,1663500,51200,196800,274700,7623600,1745200,1251400,2937300,253200,311760,532200,215100,54600,3152000,37293000,127879300,16288500,20600,43800,437000,56549300,684400
"282",21870300,15008900,3604100,378900,2758300,0,714300,1147200,686200,187902400,19420200,1092600,542600,33900,1952200,65200,201900,256600,7208400,2103400,1645600,3948900,218400,123500,430300,136600,47800,824500,26590000,77379800,9099800,43400,35600,307200,34982400,1260400
"283",13003000,8404700,2185200,184700,2394900,0,471600,754000,384900,165598000,9499800,713300,78500,32300,1032200,46800,261500,369600,7705600,2430400,1882400,5462700,208900,114960,573600,144700,107600,633100,15767700,47772800,7051300,12100,20700,155300,35460100,942600
"284",8576800,7691200,1802700,167000,1737600,0,372200,823900,381600,210082000,8791200,3695900,61900,17900,1488700,68900,172300,297900,6004200,2077700,2656300,3490600,150600,275980,647800,71600,42400,467300,13107800,45670200,5311800,14200,19300,220200,28384100,745300
"285",7373400,5876100,1872000,110000,1739100,0,344500,509500,376500,165565200,10571500,733200,33300,31400,493700,28000,281500,459200,5488100,1538000,1935200,2893300,216800,510060,559500,441400,57800,411400,14569000,56206600,6854300,12000,6600,265700,22574300,1493200
"286",8113500,5239000,2085400,164400,1676900,0,480600,855000,321400,119561600,9350300,681000,8000,26700,1029800,36400,332600,336200,7251400,2704700,1573700,2997600,231000,178920,436600,190200,29200,767600,14222500,33322300,5844300,20800,27200,205500,19070300,944500
"287",7256100,5143200,1456800,116600,1539400,0,453400,723300,393600,105633600,72777500,5595100,109400,28600,881800,39800,833600,274500,4557400,1959700,1602300,4174800,214800,257080,431300,276600,43000,478100,21082100,59266500,8801600,23200,24000,395700,40587900,623100
"288",14959400,7167000,1966900,126600,1140700,0,322600,782800,454500,145538000,32261500,7960900,23500,28800,897800,58200,405000,417400,7672000,1938800,1676000,3322100,196800,200960,283600,260900,27000,510800,14010200,41956600,5460000,17700,17300,329700,28197000,774900
"289",9149300,6041900,1362800,135200,1375600,1633,253100,798900,255800,126907200,13743900,1033800,106400,7700,774900,21900,563100,516400,6798000,1830200,1992000,2527500,173700,275040,362900,178300,72800,668300,10897500,35822900,5628200,14900,13500,286600,22730300,412100
"290",11435500,6182800,1370100,133600,1107000,0,189600,537300,298700,338054800,26249300,881500,80800,22100,6480000,55100,280800,462000,5269000,3112000,896700,3419200,236600,116920,622800,153600,66400,3053400,34251000,102685700,13389700,22100,22700,932000,50533600,1376900
"291",15211900,11250300,2584600,281400,1292800,300,423200,898100,534800,345937600,13844200,1012500,150100,40500,2629100,169500,188900,619000,4103600,2268400,919900,7379000,216700,346340,385100,157900,47400,1039800,31001900,79053400,8610600,28800,32400,265700,39748300,1786300
"292",11774000,8538300,2345200,213200,1395500,0,462700,650200,366600,211495600,13970300,532600,48100,6600,773500,58200,302400,396700,6710000,2216100,1431200,3399700,219300,203080,319700,134200,93000,1335600,18877300,44056800,4765500,15900,9300,271200,23414500,2909600
"293",7938200,4904400,1617000,147000,990600,0,256200,519900,438700,163022400,11812300,4736700,30300,8800,559000,49600,270700,416800,5682800,3029700,1358600,2802400,223200,286780,436900,165600,92400,817500,31795200,108835700,13763100,23800,28700,276900,51046500,1522200
