"","LUV","JBLU","ALK","ALGT","GOL","GLUX","CPA","HA","SKYW","AAPL","KODK","WATT","KOSS","MSN","VUZI","UEIC","FN","PHG","ABBV","LLY","NVS","AZN","ADTN","HIVE","AUDC","ALLT","AVNW","ATEN","DAL","AAL","SAVE","CEA","ZNH","VLRS","UAL","volume.data.a6.df$ARCO"
"566",8380100,7023700,1880700,243400,1610500,0,303800,993900,334600,74150700,2042600,541800,181000,122900,991300,45300,116800,911200,4969600,2785900,2362500,5849300,492200,669900,134300,94800,94700,498000,9434700,26170200,3446900,7200,12900,368200,9820600,432900
"567",6898900,5578800,1729100,114700,1453800,0,278600,937400,239300,108972300,1254600,589300,120800,46300,1366600,54700,103800,1374000,6445600,3583300,2897100,6232600,487600,545460,44200,133200,115300,281800,9141100,20467900,3684500,3500,7100,375300,9791600,387700
"568",4848800,8068700,1795600,119500,804900,0,159800,537700,244800,74602000,2399700,569600,121700,37900,1710600,29300,193300,802900,6270100,3971000,3039300,8548200,359800,676140,80200,86400,105800,300800,9789200,24079400,3630600,1900,12300,271500,12016500,1074300
"569",6404600,7491600,2020300,113800,1299000,0,174200,622100,286300,89056700,1462000,402200,373000,58300,830100,30600,170200,1156800,7886400,3786100,3005700,7801200,293300,1036560,75300,57400,85100,289700,19205700,36430900,5548300,4500,15400,591100,21464900,607300
"570",12554000,11414500,2619700,2e+05,1961000,0,294500,934200,346000,94639600,1535700,500900,79800,20100,894500,71700,186900,1254300,8611500,2215700,3468500,6071500,191200,981980,67500,134400,114700,395800,13342500,28623400,4083600,17900,28900,772600,13986700,448100
"571",11905900,8422200,1858100,109400,1471400,0,297300,948900,237400,98322000,1526400,721300,73300,43000,1373700,43800,97700,973800,9779200,4784700,2776600,6926100,192200,1452000,70000,146000,98400,586600,9596000,22580100,3127500,10900,7800,739900,9828100,357500
"572",5505200,6541700,1705300,111900,1175000,0,277500,640700,337000,80861100,1084900,749900,112900,121400,996400,38000,87500,877600,7146900,2802000,2259600,4139300,199800,1411280,34300,177000,108800,327700,10145800,37908500,5105000,7900,11800,508900,9995900,1128400
"573",6351600,9828300,1639100,152800,1878300,0,399400,1180900,236300,83221100,2210900,905900,197000,21700,1074800,33900,229500,1020300,5710300,2462700,1801500,6688300,347300,596780,37300,94200,78100,421200,8881200,29167200,4546400,11500,19900,457400,10812100,392400
"574",5066200,6773100,1522500,183800,1075300,0,271700,1859100,247800,61732700,1315100,696000,138400,118000,845500,88900,182600,1283900,7842600,2001800,2846500,3820400,167700,577280,51600,63300,159200,243100,7340600,21691000,2481700,3500,10300,741900,7349300,702800
"575",3220100,3830500,899700,130200,922600,0,148000,841100,108500,58773200,848500,599100,82500,25200,680200,43600,110800,564700,5019800,2563000,1613800,3113400,150200,852680,98900,296700,96000,485900,9085700,23646800,2255500,2100,7400,353400,8145100,887600
"576",15630900,4282800,1550700,87000,912800,0,222100,1185000,127200,64452200,686300,660100,144400,10400,566500,32700,53600,874700,4613800,1892300,999700,3753500,285500,990900,118700,190100,838200,456600,10515200,18448400,3047800,8300,6900,376600,7402300,453000
"577",8399400,7256000,1783500,93200,586800,0,272600,1232200,155800,73035900,749200,857700,2790100,18500,720900,38400,1e+05,799700,6305800,1719200,1681900,2746200,156900,679480,244600,175500,333700,445600,28236900,33328000,5742900,3400,5400,328400,13271500,397000
"578",8532100,8332400,2183600,141800,802500,0,265700,3355000,220800,78762700,1023500,1154700,12244000,34700,704400,59900,80000,586900,5471100,2105700,1627400,4452600,265600,660200,121100,179400,306100,572400,16285400,21544600,4497800,3100,10300,436500,7435000,543000
"579",6090900,6113600,1243900,130600,571600,0,207600,2165500,137900,69907100,1891300,667000,1693700,28500,957500,33500,151000,959200,7289500,1824700,1199000,5588900,434800,2236300,119100,217000,173200,1081400,13860300,27259900,6297000,3300,9700,526300,8528000,456200
"580",7598000,8236600,1932900,119800,911000,0,241500,3197000,306000,67940300,1230900,1056900,534800,49500,1265500,45000,185800,1121100,4634500,2598300,1594200,3513200,476400,2608120,100400,193900,128400,450600,10140200,20604400,4517300,4700,8200,435800,9126800,797400
"581",6134200,7935400,1257800,178800,986200,0,152800,2600200,225100,85589200,1639700,866900,307500,116400,1351500,66000,354200,1867500,7949400,2546000,1542900,4228600,376500,2701780,56800,55600,163900,248600,11314400,25758300,4280700,3100,10200,539500,14646400,231900
"582",6543600,6313500,1720600,164500,3397000,0,122100,1211500,180200,76378900,8440400,84413200,298200,9800,1673300,37000,97200,1761500,4614900,1573200,1587900,3404200,263900,4175200,90900,62600,97900,359900,15162600,31618100,5407900,1200,4800,651600,19751200,917900
"583",6995800,5793200,2070400,75400,2309000,0,196800,839500,294000,58418800,2098600,8277900,131000,18700,1656800,46000,80100,1142300,5626800,1537500,2282200,2981500,233000,3415760,163400,130200,102100,306400,10694400,29224700,4383600,3000,4000,793800,13252600,605500
"584",10788300,5986600,2741800,106800,2355200,0,459600,961500,338500,61421000,2321600,4426000,152100,162700,1738600,63300,107000,1013900,4811800,1717700,2165000,2597500,263300,2000500,148200,49300,132600,263200,9461900,36948200,3704900,3700,4700,2075200,8565800,976800
"585",7623200,6597900,3087100,83400,5759900,0,285800,482000,173400,58883400,5495000,4369400,241300,40600,1088800,41400,108700,842700,4614400,1960700,1505300,3997400,532600,2287700,183500,41700,114000,418300,9090500,27977600,3356500,7100,9600,855400,7494200,769300
"586",5916300,5434700,1842600,99500,2817600,0,339000,568700,176100,50720600,7125800,5047500,162100,13800,1127300,63500,202000,676200,5697400,2763100,2095500,3144700,520600,1780340,450700,108200,127500,360000,8951200,31007900,4846100,4100,13100,596900,9345500,606900
"587",6975000,8348700,1588300,181500,2603800,0,380000,1291900,195300,60893400,2922600,3115700,217400,834200,1485900,54100,147800,556400,5047400,4533000,3514000,2469700,280600,1964300,152600,48800,133300,469700,8341800,22215000,5999300,3200,5700,625700,7896600,1516600
"588",6391500,8453200,1550300,180900,1891500,0,371800,2479500,217600,56094900,2034200,1870100,163100,163100,900500,61400,156200,548100,4875300,3181300,3539700,2513500,151500,1769700,110900,37100,109800,447600,7416000,26506900,8088000,6900,6300,441200,7376800,1309700
"589",6011800,6281400,1527900,292700,2287200,0,387500,1077300,253000,100077900,3156200,1923400,416700,220500,5532100,40900,128800,463900,5193300,3386500,2639500,2529900,317900,3453020,96800,47100,245800,8365000,9343800,21679000,5322000,2100,7200,714300,9674900,1559000
"590",6079600,9622300,1681700,130500,1802400,0,850300,929500,472500,124953200,1843200,1229300,210700,22700,6637900,50800,187300,487900,16545000,3152000,2503200,3951300,278400,2077860,84100,68700,199600,5911800,11401300,32308500,4662900,6300,9600,472900,13566900,1731500
"591",8375000,8494000,1755200,221900,2203000,0,518500,957100,470100,74588300,2150200,2160800,618600,273800,21388400,89100,253300,354700,7096800,2735800,1970400,2819800,474400,6298620,70600,96100,214800,1901600,7611200,19979100,5197500,5700,8900,539500,8764900,1233800
"592",6211600,6453200,1400700,117000,1478400,0,197600,998700,268200,69122000,2063700,946500,593500,74300,14995700,67400,475400,378000,10357800,3987800,2559800,5455200,413900,3165060,108200,68300,145400,2682300,10010600,35014100,5858000,15900,20600,1342600,11270800,1517100
"593",5590600,9607200,1690700,131800,2762300,0,452200,765500,274600,54511500,2674800,889500,1127700,31800,5249400,67300,261200,490400,6186900,4382900,2519200,3970100,489400,2614580,88900,161100,214800,1296300,9990300,23940500,4584900,18600,5400,1580200,8659200,1192300
"594",6709000,5390000,1215000,131100,1570200,0,638800,758500,296700,60394600,1307900,1026000,274400,10600,4787600,66700,234000,426600,4912200,4133400,3037000,2811900,377000,1899560,58200,95900,175200,991800,23651200,58082500,8166800,17100,42800,1427800,21551800,933000
"595",13022700,14508500,2460000,217400,2986800,0,700900,1537000,496700,65463900,1452000,4059800,211000,24200,3134500,318100,201400,400900,4635800,3745700,2393600,4068500,223300,3621260,79900,163000,147000,855600,15006700,35774400,5288000,6300,16800,851900,14923100,720700
"596",8151300,9046600,1935900,174300,2422600,0,550200,1175100,601800,55020900,1314800,2572300,323400,15900,3684200,225200,226200,470100,7015000,2386100,2232200,4557000,270500,8688340,100300,1086400,76900,1077100,9359100,22013200,3288800,4800,8100,464600,7623900,725700
"597",8148500,4843800,1510300,108000,2475800,0,341900,620800,337200,56787900,2170500,1696600,174400,28700,10667300,147600,141100,310700,3146800,1963800,2026700,3618200,255600,3969220,73900,227300,69400,734900,8698700,22330900,3564700,3700,6900,722900,7155800,2079300
"598",6815300,6201500,1321700,148900,2355600,0,241900,621800,233100,65187100,2092900,1508700,163300,63600,4606000,155900,115000,311600,4981100,2215100,2509000,2519100,168700,2217520,73500,1390000,64100,634200,6370700,18499300,2658300,7100,70800,388100,5878800,814800
"599",5117500,3588700,807000,104900,4691700,0,611000,429500,177700,4.1e+07,967000,1640100,119300,76500,3398000,49600,81700,727700,3120900,1739400,3162100,2452000,386900,2430340,53000,372900,72200,749800,10038900,48375400,3773200,1600,19800,703600,10277100,1447700
"600",6455100,4934900,2387300,89000,2279900,0,369800,839700,196600,63804000,1532100,2556600,107400,337500,11063200,73200,82300,397600,2740300,1964000,1754800,14155800,474000,2279100,36500,203000,101500,1156500,6938400,20874000,2680700,5400,14200,351900,6506800,704300
"601",4400600,5887900,1222800,69600,891000,0,392600,442300,166700,59222800,1287800,2071800,374900,70100,6528300,85400,145800,1804200,3941000,1903200,2034200,7955700,507300,3127340,75000,182800,80400,1072500,11055500,36075200,4946200,2300,6600,743000,9333100,745000
"602",8331100,9391300,2343900,183300,2359000,0,453700,1122100,244100,59256200,1845300,1320300,2e+05,32800,5567500,47600,134300,1093100,3476400,2565700,1896400,7974500,392000,1980320,135800,118100,134000,790000,9025300,17862800,3049600,8000,4400,699100,8291600,876000
"603",6664900,5717600,1288700,92300,1781400,0,1052500,958200,190600,88807000,2301000,2051000,132800,133000,5272800,58100,133300,982500,4361500,2873600,1846300,5216700,530700,3123820,68400,247000,131800,571600,11615800,31051900,4205300,4600,9700,933900,9883600,961400
"604",7392700,5784800,1805500,180900,1243900,0,1298700,947700,255100,137827700,2010100,2395500,171500,683900,4627600,71400,143200,1104400,3160300,1689200,1590700,7955800,441000,2882080,65400,131500,73600,1234800,15033400,31259800,4693700,1800,3800,486500,17014000,1452600
"605",9870900,7416600,3461100,136800,1327600,0,723700,943000,335400,117305600,1656100,1114100,152200,121600,2323500,50600,159300,848800,5885800,2786800,2160100,4800700,194000,2328840,153000,194900,123400,1660000,11991400,33220600,3531000,3900,7100,6e+05,10954000,1070800
"606",8300100,6455200,1918400,230500,1644900,0,487700,915200,289800,117467900,1746100,4404400,227400,227900,4165300,66700,104500,1283900,3975800,1995400,1853200,5073500,258900,1783300,65300,183200,79800,792300,11074300,30427300,4042600,2500,7800,797900,7006900,1344800
"607",6264400,4432500,1219400,130200,2982500,0,296500,1191700,257800,96041900,1619900,1919300,186500,194600,2086900,71100,124700,1205500,8948300,1986200,2306800,5827200,301200,1355880,67700,113800,36500,518800,7580500,21323300,3217000,1300,4200,962500,5595600,801400
"608",4977600,5782600,1524700,86300,2013400,0,279400,708700,118300,69463600,1308500,1789200,76600,441300,1822000,29600,98800,909600,5792800,2518500,1795300,3166000,343500,1537620,76300,109300,55500,740600,38052100,84177500,9926800,12000,8900,711300,36386900,991100
"609",11570900,11870800,3092200,214600,3561300,0,846100,1791800,507100,76959800,1407600,1482600,160300,105000,1820200,45400,84900,763600,5016700,1495500,1730300,5813800,349900,1922040,77300,277200,88900,953600,21269600,42940300,6973100,30100,7100,574600,18487100,1320200
"610",9893600,12696500,2660100,194000,2439200,0,613900,1201400,451300,88748200,2220800,3235700,87800,179200,2157500,70000,95900,1815500,4372500,4041700,2459500,6215200,439000,2650000,89700,215400,163700,1360600,20442900,49870100,6620400,7700,13600,906200,14919000,5673000
"611",12149100,10361900,2259100,143900,3798800,0,542500,1593600,452600,174048100,1746400,1352800,124500,117100,3197100,77800,170500,1579000,8172100,8265900,1981300,6987800,337600,2412080,146500,147500,116000,1394700,34616800,82030100,8291100,7900,10300,970000,27503000,567000
"612",14225800,11362100,2593900,278300,3000200,0,1244600,1640400,533800,152052500,2077700,1913200,176900,52800,2681600,72000,310700,3536700,6287500,3241400,2351200,4902200,295700,2705400,71600,114600,105100,1173600,36044800,58808900,6130200,5200,16900,584300,24005600,2033700
"613",12908200,10146500,2210000,270600,2031600,0,1262400,1319200,391200,136739200,1648500,1306900,191300,24600,2223100,48600,198700,2769400,4919800,3817700,2235800,5358300,276000,2469960,78700,97900,123400,925500,25510200,57884000,5991100,15800,21700,694000,17327300,1359500
"614",8508200,8228800,1682000,175800,3079700,0,764900,951900,315300,118023100,2017200,1566900,155100,77100,3490100,76500,269200,2428400,6428100,4169700,2364700,5751100,487300,2448260,72900,149200,144300,843000,23060500,74005500,7988800,15900,44400,471900,27543800,1072400
"615",13262600,9580500,2716100,211400,4632400,0,566800,1358200,437400,107497000,2701400,957400,227000,701300,2213200,63800,87500,2165800,8939900,3491200,2317600,5214000,530600,1286660,97000,161500,250100,507700,14593500,50249900,6005100,16900,8800,382700,17781000,1273400
"616",11351700,10354900,1873800,251100,3242100,0,588800,943900,447100,120405400,1750000,1681400,101700,366400,2589100,70500,135700,1618800,6123300,4035800,1897400,6701100,404500,1090520,53500,225300,76300,1066100,16355500,46340600,6175000,4900,6600,406800,22497300,1418900
"617",12788200,8223800,2171100,301500,4455300,0,374500,1200900,219100,116998900,1255000,660300,490900,226500,1340200,48700,157900,990500,5278100,3636200,3116900,4014800,413000,1872680,97600,123600,103200,810000,10427800,36027700,3307200,3800,7500,409300,12453100,836900
"618",15789200,6164300,2309200,164800,5237300,0,234800,710300,313300,108923700,1578400,730000,67500,36200,1269700,48800,178400,2120100,8082300,2291100,2028200,4824200,279100,1334900,39100,205500,48600,761300,12028500,28696100,4048700,3200,12000,545900,11038400,651700
"619",17075600,5812000,2007000,263800,2806500,0,626300,1129200,417900,115402700,1975000,1051100,89000,9800,1584100,47600,148400,1511400,7059500,2380800,2740000,3961000,299900,1494300,55400,246700,65300,1062500,12244800,40783900,4165600,4900,14800,785700,16089500,745800
"620",12916500,7043800,1627900,208200,2934500,0,527900,1014100,312200,153237000,1655900,1027000,88700,64400,1576300,68900,125600,1432600,7834200,3016700,3709500,3688100,554700,1464240,76700,158000,83900,1169100,12638700,30171300,3524000,4200,10000,731100,12280300,486800
"621",9601200,5944300,1555000,231100,1769200,0,737200,841800,254100,139380400,1632500,893900,94000,33400,1597100,54900,162500,2079200,6381400,3424000,3655200,3585700,393100,2682760,111700,175500,88200,1272100,13179900,39939400,5563700,10900,13800,390900,14853300,613200
"622",13099000,7582700,1837400,302800,3950200,0,648500,1078300,574700,131063300,2328100,1203500,69400,24300,1879300,164600,159400,1443000,9585600,10016700,3413200,4834700,322700,1510420,263800,513500,125200,1214100,19944400,31751200,5073000,6600,4500,664500,12724200,503100
"623",13408000,6638400,1728700,230300,1825500,0,459400,860200,439000,150185800,1740600,1157600,46600,66600,1697200,88000,144600,1139900,9569000,5546400,6032300,6855900,2259800,1874280,99500,2007800,342600,3309800,18115500,41330600,6368600,3500,6500,738000,14993800,809900
"624",15175600,10595600,3779800,528800,1647300,0,430400,1638200,916300,195432700,2106800,1006500,143700,39900,2376000,457800,670000,1506000,12631100,7582900,5322000,6013300,289000,1123840,87000,300500,130800,1072800,17475600,44479100,6901000,30900,6600,631400,14567200,674700
"625",12253100,6971800,1870100,230900,1835100,0,569300,964400,360700,107499100,1178300,1118800,63700,31600,1708800,61700,158600,1520900,7119200,3479400,3225700,4098700,388900,1766760,57300,173500,136100,624900,17209900,47592000,5940800,12100,8700,319400,19615800,858800
"626",12569900,8263400,2166200,234300,2033200,0,456500,1032200,394100,91185900,1269400,1033500,48900,72300,1588400,49300,93500,1309600,6085900,2702500,2798400,7505200,449000,1399960,152200,134100,59300,376300,11719500,29523000,4040900,13600,6400,154700,13013100,537200
"627",8616000,5343100,1605000,159300,2498900,0,308700,612200,398300,92135300,926900,910500,46600,50900,1418400,35100,78500,1060800,7070900,2721000,2104400,4095300,293600,1777820,76900,98000,97600,322400,8478100,32321000,3553500,4600,10200,435100,10323000,376500
"628",6587800,7348900,1996000,160400,1033500,0,294500,409900,267700,68356600,1265900,795800,71500,323500,1153100,55600,97900,1191200,5702300,2632200,3188200,3473600,297300,994680,165500,161500,140300,608400,10897600,28059300,3281300,12700,11900,281700,11239300,768000
"629",6929200,5503000,1471900,133500,1370200,0,292100,598100,223300,74919600,1633600,1245100,52700,97300,8419900,39700,121300,1186000,4436800,1677100,2222400,2170800,193500,1344980,81800,257500,109200,330600,9974200,28263600,2923200,9900,9000,429700,9256200,652900
"630",6561000,5639100,1292300,134600,1349600,0,158900,558000,166200,79144300,1959800,1139500,156700,44000,4736700,33500,84100,1232100,4237200,1033900,1906700,2188700,305800,955500,116600,70400,78100,360300,7311800,22627000,3207100,6700,12100,220700,8341000,400300
"631",6724000,5908400,1429400,123400,2758900,0,197700,448800,351500,62348900,1588600,1487600,80400,49500,3118000,33800,59600,1203000,5594300,1112300,1662500,2716500,254000,1169100,84000,81600,65000,355600,8055600,28158200,3907400,9900,13900,312400,9854600,460500
"632",7673900,6189300,1667400,171200,1973200,100,197500,580300,290900,59773000,2441800,1668400,131100,105200,3094700,31200,120500,908600,6354300,1181500,1268100,2183700,322400,1159820,65200,66000,160700,279900,7166700,20657000,3480400,2800,2700,396100,7398900,357300
"633",5932100,5776200,1273400,156800,971100,0,107200,860600,186100,64062300,1803400,1092500,142700,114000,1842800,18800,106800,705400,3963400,1315700,1505400,1337100,453500,1325220,106100,164000,106600,668700,12529800,42781000,4177400,7500,3100,227400,13869100,730000
"634",10571400,7216800,1942000,172400,2543600,0,273600,922500,252200,104487900,1562500,1092500,509100,99700,2482900,91200,136700,1890500,6839800,2621300,2621700,3321000,908000,1263960,120200,106200,225000,580300,12076300,29266600,5199800,28900,12900,378900,11254900,1213700
"635",11207000,8635800,2613800,126200,1850900,0,804500,675200,361500,99310400,1174700,601500,122600,30500,3457500,53800,133000,1064600,6298300,2340500,2269700,4646600,476200,1730640,120200,147300,196000,416900,11214700,34447900,5963000,3900,10300,377200,10987900,1131900
"636",9702000,9192800,1914900,432500,2783300,0,282400,731100,250900,94537600,1130700,3912200,72100,30400,3648800,59700,116000,1240500,7724900,3004200,2474500,4804400,553300,1865100,94200,88700,70400,566000,9304100,19097700,2969200,2800,4800,406900,8225800,1163200
"637",6750700,6261800,1593400,245900,3637500,0,303200,472400,232800,96904000,1380200,1182600,178700,57100,3045700,37200,236000,1537000,4667000,2863200,2838300,6196400,515200,1655660,293900,94100,75300,501400,13941600,42399500,4369000,5400,4900,805700,11643900,736800
"638",7479100,10920800,1831800,302500,1790500,0,671300,582600,287300,86709100,851400,957000,168300,89900,2035400,47300,498300,1604900,8630300,2245100,2651200,4594800,480800,1652280,149700,233400,68600,810200,13086400,25707700,4774700,2400,8500,358700,9204500,1049300
"639",7710800,8298500,2206300,190800,1656400,0,499800,649800,207200,106765600,1471400,1186800,123700,128100,2471100,40000,146600,4111000,9794400,2576700,2753400,5669300,540900,1428400,403200,191400,98800,508000,11415300,22531500,4063700,14200,5800,1062000,8589900,614300
"640",6813200,5674100,1222200,187200,1089100,0,372200,522200,229200,76138300,1278700,632200,38800,559400,1519400,31400,210600,1767900,7159400,2294000,2104100,4439100,641900,1528680,84600,170400,84800,379300,12522300,41140900,4623800,5000,4000,546800,8995700,913800
"641",7831000,7532300,1207600,209600,1715000,0,584300,586800,330200,74805200,812500,414000,49400,100400,1324300,33900,153900,7400700,6589300,6562800,2205100,3534500,469100,1331100,104100,102200,66800,471400,23251900,55911800,8104600,1700,22900,481000,14671200,728400
"642",8185900,8040100,1901000,181100,2509300,0,443800,1194700,325900,84505800,830600,596200,41400,143800,1622600,165800,85400,8326400,8386400,3726500,1864600,3464400,438400,1187220,131800,253100,72400,749500,17141100,44983100,3941400,2900,22500,296500,11204800,560000
"643",6241100,5883400,1552400,149700,1611400,0,320600,914100,242600,80440800,866300,1205200,49600,75600,1719600,41100,132400,3868100,10484500,2894300,1576200,5013800,441200,1702740,163900,206000,161500,758800,15088100,39736900,4856500,13900,21500,595000,11110800,635600
"644",6734000,5483500,1335400,149800,1088000,0,323100,887100,211500,90956700,1311600,468800,51500,50800,2094500,37500,143500,4175500,12341900,3241200,2318300,5901500,823900,1089240,120700,184000,106300,953200,10958600,36133100,5352000,2600,5600,451700,10365300,1264100
"645",5475300,5245600,1587500,157600,1342600,0,566900,687100,193200,94815000,1483700,660200,47000,17900,2296600,35800,270300,1714100,6196700,2487600,2044200,3563900,1079200,1546040,86200,317900,99400,831300,12935700,54892800,8281000,8300,8700,732400,15589600,2809800
"646",7172700,6469100,1646700,197300,1937700,0,304900,790700,295200,91420500,1044900,517200,44200,105600,3062600,38100,375800,4696700,6612800,2655400,2066000,6172000,853500,2891600,209500,311100,162400,1326600,17872100,52547500,7435200,18300,12600,561800,16065200,543100
"647",7899700,10098300,2106200,217400,2172800,0,448100,1005000,635800,122848900,1563800,1162000,74600,73200,2790700,52100,416400,3009900,7583000,2788600,2781600,5894000,840400,3891240,188000,423900,155000,1298000,19890100,59941000,9022200,14400,16800,733500,20952000,2133200
"648",11296800,10991300,3193600,249900,2161600,0,312100,1729200,573200,162294600,2034200,1202800,153900,61500,4342800,51600,340600,3536300,13733800,3712800,3887800,10423700,995800,1718240,136300,292200,94900,712200,14674100,42471600,5198700,6000,7400,520700,11304600,1293100
"649",6803400,7045800,2487400,209800,1135900,0,325700,1312200,281300,115798400,1136500,567200,105200,17400,2250500,43600,462400,2306200,10296500,2525100,2932900,6155800,1192500,2594880,141900,172800,87000,657500,12451700,39331800,5199600,2300,4900,445000,13585700,1421700
"650",10785800,10597700,2531900,148800,2436700,0,439200,2467200,389500,108275300,1441300,1306000,1296500,58500,1988300,35000,168700,3738300,8040300,2913200,2828300,4483300,633400,1620400,175600,172200,60300,485800,12297400,43507400,5743100,3400,12000,527200,12936400,2112100
"651",8960900,11016200,3345000,172200,2272400,0,271600,2068100,385200,121954600,1266200,672000,150700,43600,2111500,36800,176800,2971500,8869100,2178500,2990800,10104700,405100,1939000,96000,251700,70500,618900,12889100,51662600,8355500,1800,5700,568200,14042700,1001300
"652",10975900,11284300,2280800,173800,1468400,0,285700,1654400,458100,179935700,1774700,512500,97100,292500,2512500,28800,234300,1653500,8014400,3081100,2306800,5038700,649200,2123520,213600,364900,133200,1012400,10657300,35533500,7168200,500,9000,617900,11871000,1131400
"653",8199900,11893200,2220100,276500,3156300,0,254600,1178000,344700,115541600,1532300,717800,71100,46400,2230500,40000,259000,2063200,10300000,3237100,3146900,6690200,490600,1740060,368900,316500,187900,1324100,9668800,30798800,5174600,0,4900,319600,9614300,1614000
"654",6593200,6798600,1908500,195400,1713200,0,201000,1129000,394000,86213900,1489100,673400,84300,24100,1905300,42300,1080200,1404100,7413900,2449400,3178900,13729700,707800,1491640,167900,351900,213300,1416900,10249800,37904200,5977500,900,4300,528200,12135300,1375300
"655",7955500,5339200,1534800,290600,1198100,0,248600,1337500,361800,84914300,1080700,1444700,40400,25100,1457300,32100,594200,1078100,11363100,2586700,4366700,9509100,1337800,1087440,172600,403900,237500,1555700,9922000,30642800,4636200,700,13300,316700,8016500,1476200
"656",5512200,5070700,1374200,264400,1415900,0,208300,875100,326800,89418100,1252400,580300,60500,9600,1359100,28600,261600,1529400,10272700,3473600,3619900,6987000,887700,3776600,132300,211300,128200,1135700,9481900,38585200,4678400,8800,6400,298400,8956900,702100
"657",5073900,7837300,1282400,236400,1685500,0,229500,893700,2539700,82465400,1599800,338400,81300,9500,2082900,42600,160500,1249500,6921500,3569300,2985500,10600200,576600,4058800,132200,274200,141100,601900,11417500,52927500,40345900,2300,21200,203900,10462900,540900
"658",7478500,7816900,2038200,263500,1505200,0,645900,1067400,1398300,77251200,1257100,578400,33900,10700,1351000,55600,158400,2245200,9597800,3948300,2612800,7816900,531500,2323620,135300,1092600,74800,687200,14194800,46702500,11940500,17700,13900,548400,12211700,615100
"659",9563800,8224400,2328500,167300,1166100,0,796900,853700,868600,74829200,1502300,438900,144300,18100,1285900,27800,147000,1308600,7559500,2615000,2413200,7632300,533100,2103380,122600,608700,124300,482600,18904000,42407300,11424900,10800,7600,685400,15867900,932200
"660",9549800,9122100,2096600,206200,2692400,0,611100,1149600,556000,71285000,1152000,766900,173100,32000,1891200,49500,178800,1637300,5989100,1759900,2475200,5571100,497200,2458280,112800,526500,103100,1098500,13210100,36411800,6897500,6100,15200,437100,16295800,739100
"661",7231600,6763600,2001100,174700,2101100,0,1307900,1252100,627500,90865900,1117800,442400,90700,9600,1750800,137400,194900,1779600,7333400,2283100,4060400,14540200,343300,2187680,121200,332600,97200,935400,19893400,50338900,6424000,17300,8300,833200,15711600,950600
"662",8422200,12286300,2248400,294800,2638400,0,572300,1340900,655200,98670700,1627100,633700,55500,15700,1335500,80900,116700,1567500,6475200,2054300,4158700,9038200,495900,1765060,99800,564700,62600,834200,11581600,37446600,4348800,5500,6200,560200,10641700,860400
"663",6002300,8378200,2260200,220800,1675200,0,963800,998700,442900,86185500,1529400,307300,41500,20700,1182000,35900,209600,1422000,9931900,2572000,5102700,6534700,547000,2109760,109300,1302700,109300,526400,15528800,46447100,4349400,3100,6100,465800,17771600,497500
"664",6872100,8882300,2514300,249000,3608500,0,674300,1033900,536000,62527400,1315700,1183900,112100,43400,1110900,25900,209600,1227900,9530100,3409600,2855900,8355900,225700,1629880,78800,387100,44500,492600,14029100,30557500,3684300,9200,9400,601500,10118900,301300
"665",5773200,8614800,1915900,197600,2348100,0,558600,1051900,554400,61177400,937000,472700,25400,14000,963700,51800,154600,1125700,8028900,2459000,2364700,7561000,307600,1640900,117900,694700,45900,484600,9463700,29950300,3714000,800,12000,567000,9932300,428500
"666",5538300,5307500,1207000,157700,1374000,0,616700,729400,449100,69589300,896900,458100,50100,11900,1166400,79600,176200,1306900,5486600,2059100,2336500,7983100,342400,1939820,242700,331000,69100,1007100,11574900,30507500,3899700,17400,6200,834300,10238300,1001100
"667",5037800,6852800,2603700,153000,1194300,0,293500,780100,689900,82772700,859900,509400,29200,15500,2150200,166800,283200,2031700,7585900,2517900,1630000,34981700,279000,1890860,137200,494500,90300,848000,13329600,32432700,3798300,2100,15900,1941600,11015100,798700
"668",7196600,5999700,1745200,201300,1510800,0,382600,801200,678400,91162800,1200200,614300,51800,101900,1868400,93700,143500,2033100,11576800,2936700,3160700,9954400,321000,1716760,99400,380100,120000,1606800,12322200,35359100,4289300,2500,12400,952300,12835900,3431000
"669",7070800,5411400,1758700,189300,1789100,0,250000,764300,915800,90009200,1159000,531700,34500,11600,1824800,91600,110100,1466600,9271000,2296300,2645400,8515000,412000,2019240,122200,412400,400800,819000,22659700,56881500,6020400,5400,12800,1595500,19073500,1708400
"670",10439300,10030200,2608600,308200,2577300,0,556600,1262200,1182400,141147500,1360700,1376300,49900,18400,2408300,74500,204000,1774300,12070200,3272300,3680400,9427000,302600,1514240,117500,612000,81600,563300,15398700,43874100,3827300,15200,9100,560700,15838200,1582000
"671",6627700,6252700,2021700,243500,1738500,0,290900,1004700,909800,91974200,1087900,764400,35900,17900,2004200,45300,116200,1633400,8320700,2442200,2508500,6468100,321500,1759040,127600,424900,102600,734200,22808100,51465700,6127600,12500,13500,882400,14839900,1852300
"672",10361100,8131200,2879100,271700,1883300,0,653700,1474200,1123500,95056600,1094700,595900,39800,18000,1361100,65200,165200,2368600,11090600,3188800,3070100,7358900,331700,1939340,121100,221500,71500,856400,21467500,50513700,4706200,5000,10100,750300,18149000,8813300
